periode_data,wilayah,kecamatan,kelurahan,alamat,alamat_lengkap,nama_bank_sampah,kegiatan,status_kegiatan,keterangan,latitude,longtitude
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,RW 02 KELURAHAN ANCOL,"RW 02 KELURAHAN ANCOL, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BANDAN RAPIH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. KAMPUNG BANDAN,"JL. KAMPUNG BANDAN, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BAROKAH RW 04 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. ANCOL BARAT I,"JL. ANCOL BARAT I, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BERSINAR RW 01 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,RW 01 KELURAHAN ANCOL,"RW 01 KELURAHAN ANCOL, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",GOTONG ROYONG,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. ANCOL BARAT I,"JL. ANCOL BARAT I, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",KANTOR KELURAHAN ANCOL (BEIBE),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. ANCOL BARAT III,"JL. ANCOL BARAT III, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",MASPEL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. LODAN DALAM II RW 08,"JL. LODAN DALAM II RW 08, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SAMLON,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. PARANGTRITIS VI NO. 2,"JL. PARANGTRITIS VI NO. 2, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SD 01 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. KAMPUNG MUKA NO.419,"JL. KAMPUNG MUKA NO.419, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SD 03 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. LODAN DALAM III,"JL. LODAN DALAM III, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SD FATAHILLAH ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. KAMPUNG BANDAN ANCOL,"JL. KAMPUNG BANDAN ANCOL, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SMP 113,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL.LODAN DALAM II,"JL.LODAN DALAM II, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SMP FATAHILLAH ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. LAPANGAN GOLF 7,"JL. LAPANGAN GOLF 7, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",TELAGA SAMPIREUN ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,RW 02 KELURAHAN ANCOL,"RW 02 KELURAHAN ANCOL, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BANDAN RAPIH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,RW 01 KELURAHAN ANCOL,"RW 01 KELURAHAN ANCOL, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",GOTONG ROYONG,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. ANCOL BARAT I,"JL. ANCOL BARAT I, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BERSINAR 01,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. ANCOL BARAT I,"JL. ANCOL BARAT I, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",KANTOR KELURAHAN ANCOL (BEIBE),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. ANCOL BARAT III,"JL. ANCOL BARAT III, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",MASPEL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL.LODAN DALAM II,"JL.LODAN DALAM II, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SMP FATAHILLAH ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL.MANGGA DUA VIII,"JL.MANGGA DUA VIII, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",MARLEN RW 05 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL.KAMPUNG MUKA,"JL.KAMPUNG MUKA, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BAROKAH 04,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. LAPANGAN GOLF 7,"JL. LAPANGAN GOLF 7, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",TELAGA SAMPIREUN ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. KAMPUNG BANDAN ANCOL,"JL. KAMPUNG BANDAN ANCOL, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SMP 113,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. KAMPUNG MUKA NO.419,"JL. KAMPUNG MUKA NO.419, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SD 03 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. PARANGTRITIS VI NO. 2,"JL. PARANGTRITIS VI NO. 2, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SD 01 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,,", ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",RW 10 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,,", ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",RW 11 ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. LODAN DALAM II RW 08,"JL. LODAN DALAM II RW 08, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SAMLON,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,JL. LODAN DALAM III,"JL. LODAN DALAM III, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",SD FATAHILLAH ANCOL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.128115,106.8451374
2025,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,"JL. LODAN RAYA, KP. BANDAN","JL. LODAN RAYA, KP. BANDAN, ANCOL, PADEMANGAN, KOTA ADM. JAKARTA UTARA,  DKI Jakarta, Indonesia",BERPASTI 02,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.128115,106.8451374
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE NO. 2,"JL. PANGERAN TUBAGUS ANGKE NO. 2, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KANTOR KECAMATAN TAMBORA (SATPEL),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. JAMHARI NO 25,"JL. JAMHARI NO 25, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KANTOR KELURAHAN ANGKE (CEMPAKA),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. SAMARASA,"JL. SAMARASA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KARANG TARUNA RW 04 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PADA MULYA,"JL. PADA MULYA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MAJU JAYA RECYCLE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MUTIARA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",PASAR JEMBATAN II,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE INDAH VII,"JL. ANGKE INDAH VII, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",PUSKESMAS KELURAHAN ANGKE (ANPELI),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,"JL. PANGERAN TUBAGUS ANGKE NO.19,","JL. PANGERAN TUBAGUS ANGKE NO.19,, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RPTRA KALIJODO,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE BARAT,"JL. ANGKE BARAT, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 01 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. JAMHARI,"JL. JAMHARI, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 02 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE JAYA 9,"JL. ANGKE JAYA 9, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 03 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. SAMARASA,"JL. SAMARASA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 04 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. MAKMUR 69,"JL. MAKMUR 69, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 05 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE JAYA VII,"JL. ANGKE JAYA VII, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 06 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 07 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. LATUMENTEN PADA MULYA III,"JL. LATUMENTEN PADA MULYA III, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 08 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PADA MULYA,"JL. PADA MULYA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 09 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE BARAT,"JL. ANGKE BARAT, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 10 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE JAYA,"JL. ANGKE JAYA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 11 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE JAYA GG. ANGKE 8,"JL. ANGKE JAYA GG. ANGKE 8, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 03 ANGKE (BASKE),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2024,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",UPS BA ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE BARAT NO 11,"JL. ANGKE BARAT NO 11, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGKE RW 02,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE INDAH GG 5 NO 81,"JL. ANGKE INDAH GG 5 NO 81, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 03 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE INDAH NO 25,"JL. ANGKE INDAH NO 25, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGKE RW 01,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE INDAH VII,"JL. ANGKE INDAH VII, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",PUSKESMAS KELURAHAN ANGKE (ANPELI),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE JAYA GG. ANGKE 8,"JL. ANGKE JAYA GG. ANGKE 8, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 03 ANGKE (BASKE),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. ANGKE JAYA VII,"JL. ANGKE JAYA VII, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGKE RW 06,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MUTIARA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",UPS BA ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE NO.19,"JL. PANGERAN TUBAGUS ANGKE NO.19, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RPTRA KALIJODO,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. SAMARASA,"JL. SAMARASA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KARANG TARUNA RW 04 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. TB ANGKE,"JL. TB ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 04 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PROF DR LATUMENTEN,"JL. PROF DR LATUMENTEN, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 07 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. MAKMUR 69,"JL. MAKMUR 69, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGKE RW 05,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. LATUMENTEN PADA MULYA III,"JL. LATUMENTEN PADA MULYA III, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 08 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE,"JL. PANGERAN TUBAGUS ANGKE, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",PASAR JEMBATAN II,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PANGERAN TUBAGUS ANGKE NO. 2,"JL. PANGERAN TUBAGUS ANGKE NO. 2, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KANTOR KECAMATAN TAMBORA (SATPEL),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. JEMBATAN DUA BARAT,"JL. JEMBATAN DUA BARAT, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 09 ANGKE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. JAMHARI NO 25,"JL. JAMHARI NO 25, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KANTOR KELURAHAN ANGKE (CEMPAKA),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. KEPANDUAN 2,"JL. KEPANDUAN 2, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGKE 10,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PADA MULYA,"JL. PADA MULYA, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MAJU JAYA RECYCLE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
2025,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,JL. PADA MULYA III,"JL. PADA MULYA III, ANGKE, TAMBORA, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGKE 08,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1447372,106.8007792
