periode_data,wilayah,kecamatan,kelurahan,alamat,alamat_lengkap,nama_bank_sampah,kegiatan,status_kegiatan,keterangan,latitude,longtitude
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,JL. DURI NIRMALA RAYA,"JL. DURI NIRMALA RAYA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",GAMBRENG,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. DURI RAYA, JL. DURI RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. DURI RAYA, JL. DURI RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KANTOR KELURAHAN DURI KEPA (DUPA MANDIRI),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. DURI RAYA, JL. DURI RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. DURI RAYA, JL. DURI RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 11 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. DURI RAYA, JL. DURI RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. DURI RAYA, JL. DURI RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SMK 60,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. VILLA TOMANG MAS, JL. VILLA TOMANG MAS, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. VILLA TOMANG MAS, JL. VILLA TOMANG MAS, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 13 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. VILLA TOMANG MAS, JL. VILLA TOMANG MAS, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. VILLA TOMANG MAS, JL. VILLA TOMANG MAS, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",VILLA TOMANG MAS,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,JL. TAMAN RATU KOMPLEK GREEN VILLE,"JL. TAMAN RATU KOMPLEK GREEN VILLE, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 14 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. TJ. DUREN BARAT, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. TJ. DUREN BARAT, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ADI JAYA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"SMP 191 , JL. DURI RAYA NO.2, RT.2/RW7, DURI KEPA, KEBON JERUK, RT.2/RW7, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","SMP 191 , JL. DURI RAYA NO.2, RT.2/RW7, DURI KEPA, KEBON JERUK, RT.2/RW7, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SMP 191,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,JL. SISI KALI SERKETARIS,"JL. SISI KALI SERKETARIS, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 09 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. RATU ALAMANDA, JL. RATU ALAMANDA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. RATU ALAMANDA, JL. RATU ALAMANDA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 07 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,JL. RATU MELATI,"JL. RATU MELATI, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 13 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,JL.GANG E,"JL.GANG E, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 08 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. MANGGA 14, JL. MANGGA 14, RT.6/RW3, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA , INDONESIA","JL. MANGGA 14, JL. MANGGA 14, RT.6/RW3, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA , INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RPTRA DUPA WANGI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. KOMPLEKS GREEN VILLE, JL. KOMPLEK GREEN VILLE, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. KOMPLEKS GREEN VILLE, JL. KOMPLEK GREEN VILLE, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 16 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. KOMPLEKS GREEN VILLE, JL. KOMPLEK GREEN VILLE, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. KOMPLEKS GREEN VILLE, JL. KOMPLEK GREEN VILLE, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 17 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. JERUK GARUT I, JL. JERUK GARUT I, RT.2/RW6, DURI KEPA, KEC. KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA , INDONESIA","JL. JERUK GARUT I, JL. JERUK GARUT I, RT.2/RW6, DURI KEPA, KEC. KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA , INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 06 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. JERUK NIPIS KECIL II, JL. JERUK NIPIS KECIL II, RT.9/RW7, DURI KEPA, KEC. KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA , INDONESIA","JL. JERUK NIPIS KECIL II, JL. JERUK NIPIS KECIL II, RT.9/RW7, DURI KEPA, KEC. KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA , INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 07 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,KAMP DURI JLN SAHABAT BARU,"KAMP DURI JLN SAHABAT BARU, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 01 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"KANTOR RW05, RT.8/RW5, DURI KEPA, KEC. KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","KANTOR RW05, RT.8/RW5, DURI KEPA, KEC. KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 05 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"SMP 220, RT.8/RW8, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","SMP 220, RT.8/RW8, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SMP 220,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. MANGGA RAYA BLOK I NO.14, JL. MANGGA RAYA BLOK I NO.14, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. MANGGA RAYA BLOK I NO.14, JL. MANGGA RAYA BLOK I NO.14, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 05 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. MANGGA RAYA, JL. MANGGA RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. MANGGA RAYA, JL. MANGGA RAYA, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 03 DURI KEPA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2025,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,"JL. KEBON RAYA NO.15, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA","JL. KEBON RAYA NO.15, DURI KEPA, KB. JERUK, KOTA BARAT, DAERAH KHUSUS IBUKOTA 11510, INDONESIA, DURI KEPA, KEBON JERUK, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",B-KBJ013,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.175123,106.7743079
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. H. JUNIB,"JL. H. JUNIB, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGGREK,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA DURI KOSAMBI,"JL. RAYA DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",BAROKAH 10,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. K.H. ABDUL HAMID RT. 02/03 DURI KOSAMBI,"JL. K.H. ABDUL HAMID RT. 02/03 DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",DELIMA PUTIH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI RAYA KOSAMBI,"JL. DURI RAYA KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KAMBOJA 15,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA DURI KOSAMBI,"JL. RAYA DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",LESTARI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA DURI KOSAMBI,"JL. RAYA DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MAN 12,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI RAYA KOSAMBI,"JL. DURI RAYA KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MTSN ANINDA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA DURI KOSAMBI,"JL. RAYA DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RPTRA 10 MAWAR,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI RAYA KOSAMBI,"JL. DURI RAYA KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 09 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA KRESEK,"JL. RAYA KRESEK, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 12 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,RUSUNAWA PESAKIH,"RUSUNAWA PESAKIH, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SAKURA PESAKIH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. KOMPLEK PERUMAHAN KOSAMBI,"JL. KOMPLEK PERUMAHAN KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SAMARA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI KOSAMBI RAYA,"JL. DURI KOSAMBI RAYA, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 04 DURI KOSAMBI (PERINTIS),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. KRESEK RAYA DURI KOSAMBI,"JL. KRESEK RAYA DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 07 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI KOSAMBI RT 09/RW 07 NO 1,"JL. DURI KOSAMBI RT 09/RW 07 NO 1, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 10 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA DURI KOSAMBI,"JL. RAYA DURI KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SMP 176,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. CEMARA RT. 08/ RW 08,"JL. CEMARA RT. 08/ RW 08, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",TERATAI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. TAMAN KOSAMBI,"JL. TAMAN KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",TPS DIPO RW 10 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2024,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,RT 13 RW2 CENGKARENG,"RT 13 RW2 CENGKARENG, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",UNTUK SEDEKAH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. ANGKASA UTAMA II BLOK F,"JL. ANGKASA UTAMA II BLOK F, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KELAPA RW 05,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. CEMARA RT. 08/ RW 08,"JL. CEMARA RT. 08/ RW 08, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",TERATAI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. ABDUL WAHAB,"JL. ABDUL WAHAB, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MELATI RW 06,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. H. JUNIB RT 014/07 NO.15,"JL. H. JUNIB RT 014/07 NO.15, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGGREK,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. H. M. RAHUN NO. 29,"JL. H. M. RAHUN NO. 29, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",FLAMBOYAN 01,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI KOSAMBI RAYA,"JL. DURI KOSAMBI RAYA, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 04 DURI KOSAMBI (PERINTIS),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI KOSAMBI RT 09/RW 07 NO 1,"JL. DURI KOSAMBI RT 09/RW 07 NO 1, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SD 10 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI RAYA KOSAMBI,"JL. DURI RAYA KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KAMBOJA 15,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI RAYA KOSAMBI,"JL. DURI RAYA KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MTSN ANINDA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. DURI RAYA KOSAMBI,"JL. DURI RAYA KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 09 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. TAMAN KOSAMBI,"JL. TAMAN KOSAMBI, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",TPS DIPO RW 10 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. TIMBUL JAYA,"JL. TIMBUL JAYA, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",DELIMA RW 04,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1704014,106.7201486
2025,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,JL. RAYA KRESEK,"JL. RAYA KRESEK, DURI KOSAMBI, CENGKARENG, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 12 DURI KOSAMBI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1704014,106.7201486
